date,Adj Close,Close,High,Low,Open,Volume
2019-12-02 00:00:00+00:00,5.209769248962402,5.231249809265137,5.425000190734863,5.216000080108643,5.411499977111816,372036000
2019-12-03 00:00:00+00:00,5.170183181762695,5.191500186920166,5.195499897003174,5.009250164031982,5.046750068664551,465232000
2019-12-04 00:00:00+00:00,5.21400260925293,5.235499858856201,5.297999858856201,5.20674991607666,5.2754998207092285,273424000
2019-12-05 00:00:00+00:00,5.197071552276611,5.218500137329102,5.273250102996826,5.187749862670898,5.257500171661377,184884000
2019-12-06 00:00:00+00:00,5.282469749450684,5.3042497634887695,5.337250232696533,5.2779998779296875,5.288000106811523,232236000
2019-12-09 00:00:00+00:00,5.282469749450684,5.3042497634887695,5.359250068664551,5.272500038146973,5.28125,211880000
2019-12-10 00:00:00+00:00,5.3275346755981445,5.3495001792907715,5.401500225067139,5.281499862670898,5.334499835968018,256388000
2019-12-11 00:00:00+00:00,5.41118860244751,5.433499813079834,5.439000129699707,5.357500076293945,5.360000133514404,233796000
2019-12-12 00:00:00+00:00,5.57874870300293,5.601749897003174,5.619999885559082,5.395500183105469,5.4045000076293945,404348000
2019-12-13 00:00:00+00:00,5.576756954193115,5.59975004196167,5.7245001792907715,5.545499801635742,5.604750156402588,454704000
2019-12-16 00:00:00+00:00,5.6056365966796875,5.628749847412109,5.701499938964844,5.6192498207092285,5.647500038146973,320976000
2019-12-17 00:00:00+00:00,5.683814525604248,5.707250118255615,5.730000019073486,5.638000011444092,5.647500038146973,321196000
2019-12-18 00:00:00+00:00,5.714189529418945,5.737750053405762,5.798500061035156,5.733749866485596,5.742249965667725,343548000
2019-12-19 00:00:00+00:00,5.862329006195068,5.886499881744385,5.900000095367432,5.767499923706055,5.772500038146973,445360000
2019-12-20 00:00:00+00:00,5.959677696228027,5.984250068664551,6.009749889373779,5.934000015258789,5.953249931335449,603044000
2019-12-23 00:00:00+00:00,5.945984363555908,5.9704999923706055,6.045249938964844,5.959750175476074,6.013000011444092,355060000
2019-12-24 00:00:00+00:00,5.941004276275635,5.9654998779296875,5.982749938964844,5.920499801635742,5.954999923706055,138864000
2019-12-26 00:00:00+00:00,5.955196380615234,5.979750156402588,6.007999897003174,5.949999809265137,5.968999862670898,182852000
2019-12-27 00:00:00+00:00,5.897434711456299,5.921750068664551,6.008500099182129,5.895249843597412,5.994999885559082,254644000
2019-12-30 00:00:00+00:00,5.78415060043335,5.808000087738037,5.90500020980835,5.776500225067139,5.899750232696533,258056000
2019-12-31 00:00:00+00:00,5.8583455085754395,5.882500171661377,5.892000198364258,5.7532501220703125,5.772500038146973,231004000
2020-01-02 00:00:00+00:00,5.9731221199035645,5.9977498054504395,5.9977498054504395,5.918000221252441,5.96875,237536000
2020-01-03 00:00:00+00:00,5.87751579284668,5.901750087738037,5.9457502365112305,5.852499961853027,5.877500057220459,205384000
2020-01-06 00:00:00+00:00,5.902164936065674,5.926499843597412,5.9317498207092285,5.781750202178955,5.808000087738037,262636000
2020-01-07 00:00:00+00:00,5.973620414733887,5.9982500076293945,6.044250011444092,5.909749984741211,5.954999923706055,314856000
2020-01-08 00:00:00+00:00,5.984825134277344,6.009500026702881,6.051000118255615,5.953750133514404,5.99399995803833,277108000
2020-01-09 00:00:00+00:00,6.050552845001221,6.075500011444092,6.148250102996826,6.021500110626221,6.096250057220459,255112000
2020-01-10 00:00:00+00:00,6.082918167114258,6.107999801635742,6.213749885559082,6.09375,6.1832499504089355,316296000
2020-01-13 00:00:00+00:00,6.2736334800720215,6.299499988555908,6.324749946594238,6.168749809265137,6.191500186920166,319840000
2020-01-14 00:00:00+00:00,6.156615257263184,6.182000160217285,6.2820000648498535,6.168749809265137,6.256499767303467,359088000
2020-01-15 00:00:00+00:00,6.114041328430176,6.139249801635742,6.217249870300293,6.113249778747559,6.19474983215332,263104000
2020-01-16 00:00:00+00:00,6.197696685791016,6.223249912261963,6.229249954223633,6.16949987411499,6.192999839782715,284192000
2020-01-17 00:00:00+00:00,6.206410884857178,6.23199987411499,6.25,6.1842498779296875,6.242499828338623,253792000
2020-01-21 00:00:00+00:00,6.1730475425720215,6.198500156402588,6.232250213623047,6.164249897003174,6.195250034332275,217916000
2020-01-22 00:00:00+00:00,6.22707462310791,6.252749919891357,6.339749813079834,6.224999904632568,6.24399995803833,239240000
2020-01-23 00:00:00+00:00,6.295543193817139,6.321499824523926,6.329999923706055,6.203750133514404,6.293000221252441,244516000
2020-01-24 00:00:00+00:00,6.236287593841553,6.26200008392334,6.487500190734863,6.207499980926514,6.4375,373512000
2020-01-27 00:00:00+00:00,5.980342388153076,6.005000114440918,6.056250095367432,5.805749893188477,5.955999851226807,470536000
